customer_id,equity_value,bond_value,gic_value,insurance_cash_value,mortgage_balance,mortgage_rate
1149,31626.66,6792.91,11414.43,5908.82,0.0,0.0
1150,3723.51,4993.8,6558.65,0.0,0.0,0.0
1151,93285.93,53593.88,77599.21,10658.07,0.0,0.0
1152,214197.77,104542.04,89903.28,0.0,194160.66,4.372
1153,3751.25,976.92,1710.27,0.0,0.0,0.0
1154,32610.3,7902.5,13640.75,2621.43,148782.03,4.134
1155,82256.92,56718.48,78873.57,0.0,186261.88,3.727
1156,2567.99,3753.42,4342.54,0.0,0.0,0.0
1157,53237.51,13621.59,22742.29,0.0,0.0,0.0
1158,105334.97,50643.09,27333.96,0.0,0.0,0.0
1159,13589.91,3677.31,6137.01,0.0,0.0,0.0
1160,58756.7,16186.65,26062.47,6259.26,0.0,0.0
1161,217713.68,54533.21,77775.4,5272.45,0.0,0.0
1162,132783.83,27470.78,24080.06,0.0,0.0,0.0
1163,16074.07,3828.26,6185.9,0.0,0.0,0.0
1164,73656.74,52501.63,74561.18,0.0,0.0,0.0
1165,68767.31,15035.35,25827.94,0.0,0.0,0.0
1166,51380.46,11650.73,11745.71,1551.8,86471.67,3.074
1167,107176.93,73913.1,85554.12,10050.43,70166.08,3.989
1168,127067.55,35675.75,49206.26,2533.62,0.0,0.0
1169,76805.22,20462.84,33869.08,1319.71,221149.02,3.786
1170,65903.97,14689.47,26807.81,0.0,0.0,0.0
1171,54229.33,33064.96,45783.15,10954.68,0.0,0.0
1172,85483.03,19624.46,33014.06,2846.76,204333.77,3.905
1173,2769.17,2915.69,2589.53,955.58,0.0,0.0
1174,5296.06,1476.73,2232.43,0.0,0.0,0.0
1175,131666.77,55361.64,34331.32,9115.64,169750.99,3.622
1176,95054.66,25491.08,44720.9,3897.91,0.0,0.0
1177,36294.05,8992.69,17823.51,2650.15,0.0,0.0
1178,105301.25,25935.18,44842.68,0.0,0.0,0.0
1179,24894.87,6811.67,10902.21,0.0,0.0,0.0
1180,27910.43,6922.73,11848.91,1775.79,0.0,0.0
1181,165919.9,34980.83,34194.02,6662.77,0.0,0.0
1182,144968.22,97710.25,130450.44,15147.99,0.0,0.0
1183,89791.34,31792.34,6572.72,0.0,109080.44,3.467
1184,105483.65,25242.86,42431.11,0.0,222961.13,3.149
1185,100692.57,24497.1,36207.36,2192.49,0.0,0.0
1186,50225.22,12512.15,22034.51,0.0,0.0,0.0
1187,45338.65,11081.76,17395.81,0.0,0.0,0.0
1188,81524.36,47323.33,76579.69,5050.88,0.0,0.0
1189,54370.97,36556.53,51796.04,10056.44,0.0,0.0
1190,29076.54,6893.24,12814.62,0.0,0.0,0.0
1191,3594.77,5702.7,6226.24,1431.91,0.0,0.0
1192,43624.42,21959.74,20145.25,7920.89,0.0,0.0
1193,80963.62,21194.56,36345.21,0.0,0.0,0.0
1194,2078.48,2718.84,2932.05,664.87,0.0,0.0
1195,69802.26,18971.69,31524.01,0.0,0.0,0.0
1196,146167.51,36252.73,57050.43,0.0,0.0,0.0
1197,79666.12,49857.19,71509.49,12674.55,0.0,0.0
1198,172750.97,100938.48,148803.78,16564.09,0.0,0.0
1199,128984.23,37668.92,56044.16,0.0,655586.6,3.257
1200,95291.33,19413.8,18897.15,3512.96,210560.78,2.891
1201,69643.13,45128.7,67110.47,18440.8,148567.88,4.007
1202,226988.99,354192.39,380121.27,0.0,0.0,0.0
1203,3488.99,5024.66,6176.9,705.87,0.0,0.0
1204,100.9,157.93,174.47,0.0,0.0,0.0
1205,177398.29,100543.52,149372.25,16086.64,93407.41,3.963
1206,1407.03,1865.09,2156.29,0.0,2964.0,3.389
1207,64612.81,40695.28,53358.79,0.0,62325.01,3.19
1208,57150.65,12847.62,25638.26,7112.24,355925.23,3.488
1209,1535.07,2301.93,2384.25,515.47,0.0,0.0
1210,189669.88,37281.35,42426.41,3391.4,324832.09,4.14
1211,63858.85,15891.41,26818.59,976.84,196494.9,3.757
1212,31387.07,19595.32,29177.77,0.0,0.0,0.0
1213,45924.97,11860.9,18598.32,0.0,0.0,0.0
1214,65669.17,15473.72,29473.96,0.0,0.0,0.0
1215,5426.78,1393.34,2157.42,0.0,0.0,0.0
1216,12444.17,3028.24,4615.33,0.0,0.0,0.0
1217,90959.43,23574.79,33986.98,2126.64,107868.66,4.025
1218,78290.68,40683.23,42342.25,0.0,94248.73,3.826
1219,140905.95,35899.19,57453.1,0.0,0.0,0.0
1220,191974.05,45506.06,74567.68,0.0,0.0,0.0
1221,2640.42,3127.31,3976.28,516.1,0.0,0.0
1222,64522.22,14705.77,23768.52,0.0,0.0,0.0
1223,68635.26,36927.62,56376.14,25484.81,0.0,0.0
1224,151204.51,59836.98,12258.98,0.0,292591.85,3.373
1225,80493.78,20721.89,32166.73,4398.26,102170.56,3.013
1226,86600.74,42798.1,37584.81,17985.05,0.0,0.0
1227,83492.65,46530.87,46590.92,0.0,257944.38,3.363
1228,6144.71,1641.64,2445.93,0.0,0.0,0.0
1229,151916.12,37556.92,33678.44,4212.86,136449.65,4.319
1230,81542.73,21127.3,40182.61,0.0,0.0,0.0
1231,3017.19,3874.13,4715.96,698.94,0.0,0.0
1232,56809.01,12519.37,21717.37,339.74,180259.53,3.56
1233,2163.04,2024.03,1860.38,527.23,0.0,0.0
1234,100984.62,26318.76,40919.62,0.0,0.0,0.0
1235,68599.39,16569.82,27502.79,0.0,0.0,0.0
1236,26297.88,6671.92,11854.74,0.0,0.0,0.0
1237,193177.12,100134.07,85360.21,12825.01,0.0,0.0
1238,21025.91,4419.48,8092.76,1357.41,0.0,0.0
1239,63891.87,45061.39,62669.02,7773.74,118413.82,3.661
1240,79695.3,49368.34,60551.23,0.0,238392.35,3.422
1241,58279.4,15563.51,25287.25,2399.97,0.0,0.0
1242,87109.27,50919.3,82179.07,0.0,203921.11,3.597
1243,77138.89,51419.59,77837.78,0.0,112618.97,3.495
1244,49800.51,32829.72,47172.88,4205.12,63123.33,3.44
1245,9576.05,2336.55,3384.49,0.0,21449.66,3.762
1246,95846.66,23435.97,39255.37,2840.29,0.0,0.0
1247,61700.87,38833.93,56925.35,0.0,94823.31,4.656
1248,47767.87,28442.34,36886.86,12637.52,0.0,0.0
1249,162698.86,41175.62,79693.9,0.0,669559.53,3.197
1250,68148.05,32241.69,34219.51,11247.77,0.0,0.0
1251,64256.12,18985.77,29702.11,0.0,0.0,0.0
1252,733277.67,266670.75,48322.53,33821.22,515842.08,3.65
1253,48325.9,12126.32,20728.82,1789.08,0.0,0.0
1254,82792.98,117122.52,126006.73,0.0,46179.2,4.296
1255,114286.34,52482.85,31712.44,0.0,0.0,0.0
1256,738.38,1028.89,1153.27,0.0,0.0,0.0
1257,435956.73,219106.7,214390.62,21464.0,0.0,0.0
1258,5174.34,1461.69,2254.21,0.0,47343.98,3.775
1259,55899.35,13484.02,23302.86,0.0,0.0,0.0
1260,68358.56,16103.95,28170.16,0.0,0.0,0.0
1261,207442.83,118989.16,121500.53,17248.24,230161.71,4.019
1262,139855.59,64270.33,38357.62,11731.6,224064.27,3.602
1263,17770.77,4838.84,7488.63,0.0,109776.83,3.922
1264,5354.77,1198.27,2237.28,0.0,0.0,0.0
1265,188834.99,290438.03,304434.17,0.0,96778.14,3.71
1266,71784.22,29580.58,18501.94,4536.31,0.0,0.0
1267,57773.38,15688.99,24192.75,0.0,120871.35,3.913
1268,14460.37,3887.33,6972.43,0.0,0.0,0.0
1269,63545.68,13708.93,25596.78,0.0,0.0,0.0
1270,1587.78,2109.96,2520.09,190.43,0.0,0.0
1271,62178.92,39940.54,51248.09,19822.52,0.0,0.0
1272,78112.33,22208.63,37929.69,0.0,0.0,0.0
1273,56793.12,38370.27,50437.75,11101.0,107096.19,3.688
1274,90110.16,20369.75,36576.71,0.0,193977.09,3.18
1275,60133.77,82636.69,101944.84,17713.65,0.0,0.0
1276,116010.38,84915.24,120814.04,7283.2,0.0,0.0
1277,159.82,225.96,298.17,60.84,0.0,0.0
1278,323.42,505.48,543.1,494.88,0.0,0.0
1279,17772.86,4023.95,3690.72,0.0,0.0,0.0
1280,213016.85,48444.71,41041.63,0.0,0.0,0.0
1281,87712.39,24386.84,39429.35,0.0,233859.68,3.418
1282,125.07,172.29,200.41,40.52,0.0,0.0
1283,2673.53,3790.11,3924.27,404.06,0.0,0.0
1284,38844.29,10737.93,15130.79,0.0,0.0,0.0
1285,2360.29,3630.66,3556.32,1533.86,0.0,0.0
1286,73674.05,49757.31,69496.4,0.0,0.0,0.0
1287,310716.88,66173.28,66819.93,11548.9,0.0,0.0
1288,2645.18,4119.71,3954.76,0.0,0.0,0.0
1289,227632.18,106621.32,55297.29,0.0,264168.06,3.645
1290,123388.67,67143.05,104271.21,10206.16,0.0,0.0
1291,68397.36,31632.12,17090.13,7096.74,160484.28,3.742
1292,134616.08,33454.36,57652.24,7317.58,293481.24,3.843
1293,56359.79,32143.76,49145.4,0.0,0.0,0.0
1294,77357.69,40193.94,39445.68,6632.94,0.0,0.0
1295,2058.68,2684.42,3404.79,606.1,0.0,0.0
1296,5513.61,1298.8,2282.15,0.0,0.0,0.0
1297,48285.89,29045.86,43930.19,16093.98,149456.21,3.949
1298,207539.49,49713.78,87332.66,3567.54,0.0,0.0
1299,37824.99,20560.44,29235.77,5270.71,0.0,0.0
1300,235.76,312.13,323.82,135.54,0.0,0.0
1301,164909.84,104387.08,144195.91,30408.85,0.0,0.0
1302,359694.23,123421.71,25410.66,0.0,0.0,0.0
1303,91638.03,63638.62,83462.35,10746.15,90971.4,3.896
1304,80508.32,37313.44,20506.53,11336.42,0.0,0.0
1305,71331.97,19150.2,29210.44,3056.67,0.0,0.0
1306,25095.28,6949.42,12234.32,0.0,0.0,0.0
1307,5780.86,1503.84,2203.78,0.0,0.0,0.0
1308,130822.28,85513.42,103739.59,19382.24,259561.92,3.24
1309,60835.94,14253.7,23059.17,0.0,153568.63,3.864
1310,28489.53,38478.69,50973.6,0.0,0.0,0.0
1311,36486.64,9377.74,15040.03,0.0,0.0,0.0
1312,40441.48,56900.23,70731.08,6261.42,0.0,0.0
1313,67711.38,15655.21,29644.51,0.0,0.0,0.0
1314,47585.48,10290.33,18117.5,0.0,0.0,0.0
1315,90211.17,22302.28,36134.95,0.0,0.0,0.0
1316,130196.1,29876.08,51301.04,0.0,0.0,0.0
1317,267767.32,123978.49,70873.03,11015.44,0.0,0.0
1318,76528.22,18860.38,31662.97,0.0,68518.52,3.365
1319,1806.53,1825.86,1632.07,0.0,0.0,0.0
1320,5372.12,7466.59,9713.68,0.0,0.0,0.0
1321,73820.34,39494.19,53855.88,7218.07,0.0,0.0
1322,255463.02,110293.56,56450.65,22899.03,495116.78,3.521
1323,246147.56,67200.87,111635.08,8102.65,316846.31,3.892
1324,147797.14,199038.12,237580.32,0.0,104385.41,3.144
1325,1483.64,1904.16,2320.27,483.48,0.0,0.0
1326,304269.98,132003.88,139805.98,20863.52,0.0,0.0
1327,43920.0,9945.67,17108.79,1172.8,0.0,0.0
1328,92787.84,22164.77,35125.69,3507.85,348212.72,3.504
1329,782.46,1063.07,1155.69,0.0,0.0,0.0
1330,13414.61,2824.43,4736.96,0.0,0.0,0.0
1331,3959.76,5795.02,6943.38,955.2,0.0,0.0
1332,34198.79,14015.13,7944.72,4024.99,0.0,0.0
1333,1305.81,1666.87,1789.83,0.0,0.0,0.0
1334,199663.18,43054.6,45548.39,8085.57,0.0,0.0
1335,851.76,1002.7,1155.89,600.1,0.0,0.0
1336,5818.29,1178.83,1146.11,0.0,0.0,0.0
1337,140084.1,53102.16,31680.19,6571.76,188434.18,3.953
1338,29182.02,6644.5,12473.32,1886.94,0.0,0.0
1339,8857.49,1927.41,3645.45,0.0,0.0,0.0
1340,74537.94,46141.72,61713.74,0.0,0.0,0.0
1341,81350.8,18870.22,18427.7,0.0,0.0,0.0
1342,77399.51,17571.77,27622.39,0.0,0.0,0.0
1343,115025.41,22473.96,25402.93,2431.37,0.0,0.0
1344,89534.03,19719.65,35981.82,0.0,0.0,0.0
1345,117970.11,77790.23,109827.04,9770.98,70760.17,3.771
1346,120808.82,71633.9,106328.03,35314.63,322931.07,3.896
1347,48217.87,13555.26,22360.71,3093.75,0.0,0.0
1348,55425.83,13355.68,24089.14,0.0,159201.08,3.894
1349,235104.81,148573.23,220958.48,20433.49,162301.98,4.148
1350,50092.85,12517.87,23254.95,0.0,0.0,0.0
1351,61630.06,38297.69,58504.5,8417.64,100040.73,3.949
1352,148084.3,38441.88,61553.97,0.0,0.0,0.0
1353,5280.26,1302.07,2245.05,0.0,0.0,0.0
1354,11313.5,2706.54,4190.99,0.0,0.0,0.0
1355,1247.81,1849.38,1931.63,285.03,0.0,0.0
1356,117379.34,74147.27,97229.05,18866.45,231402.31,3.432
1357,78199.64,15917.71,17778.51,0.0,436051.82,3.888
1358,128861.38,32128.37,47971.53,0.0,0.0,0.0
1359,97370.35,39969.78,27577.64,7348.96,0.0,0.0
1360,4473.22,1235.92,1850.66,0.0,0.0,0.0
1361,16092.45,3619.45,6829.14,0.0,0.0,0.0
1362,11410.52,3156.27,5076.36,0.0,0.0,0.0
1363,27577.93,7310.15,11332.69,597.48,0.0,0.0
1364,73799.94,17389.66,27864.54,0.0,225048.16,3.605
1365,64666.43,17957.48,31316.9,0.0,0.0,0.0
1366,6332.62,1426.54,2496.08,0.0,0.0,0.0
1367,124421.9,88365.07,113852.89,0.0,0.0,0.0
1368,214678.94,56032.87,81617.03,5193.03,0.0,0.0
1369,6111.07,1358.69,2346.56,0.0,0.0,0.0
1370,2835.61,3973.69,4317.38,727.39,0.0,0.0
1371,66211.93,24659.03,17895.37,0.0,0.0,0.0
1372,4502.97,6488.84,8003.55,0.0,0.0,0.0
1373,10172.98,2604.81,4335.93,0.0,81594.87,4.209
1374,1623.54,2431.74,2919.73,0.0,0.0,0.0
1375,2568.76,3511.12,4289.41,0.0,0.0,0.0
1376,46846.8,11284.07,21104.43,0.0,0.0,0.0
1377,33512.03,7792.67,13824.21,0.0,0.0,0.0
1378,98711.53,62609.43,84990.29,14396.49,0.0,0.0
1379,98449.24,25061.53,45349.38,0.0,0.0,0.0
1380,590.71,914.38,1006.39,113.7,0.0,0.0
1381,99864.84,18728.64,20986.97,0.0,0.0,0.0
1382,89904.22,56069.89,76364.55,6734.06,58024.95,3.952
1383,317716.73,138225.26,85432.61,0.0,450033.96,3.078
1384,16878.65,4373.16,6582.61,0.0,0.0,0.0
1385,282843.98,166199.27,241280.86,0.0,202605.88,3.371
1386,1649.16,1986.47,2689.41,331.3,0.0,0.0
1387,1905.99,2612.04,2870.04,664.76,2862.74,3.269
1388,14544.7,3914.53,6510.71,0.0,113125.38,2.954
1389,154432.6,36554.88,65412.69,0.0,0.0,0.0
1390,100398.16,22549.88,43408.68,0.0,275478.78,3.96
1391,2040.54,1954.2,1649.69,495.6,0.0,0.0
1392,72399.34,19275.28,28044.52,0.0,0.0,0.0
1393,39660.05,10427.07,19728.41,0.0,0.0,0.0
1394,40648.86,8712.39,7979.64,2218.5,134807.09,3.272
1395,39403.74,10392.85,17022.1,1252.6,155876.86,2.828
1396,33713.42,50937.08,54153.93,0.0,0.0,0.0
1397,2378.83,3419.36,3611.0,506.69,1938.43,3.479
1398,44862.54,18901.37,10514.19,4312.03,68579.08,3.119
1399,125159.61,32565.01,61320.35,0.0,0.0,0.0
1400,52489.26,13427.2,24649.23,1855.41,0.0,0.0
1401,287558.79,104695.9,21322.52,13865.25,0.0,0.0
1402,151.37,169.5,143.84,25.84,0.0,0.0
1403,3852.72,1072.51,1605.09,0.0,0.0,0.0
1404,95866.24,21615.02,39786.97,8008.42,270318.81,3.699
1405,142672.64,80998.36,119432.71,0.0,347992.17,3.772
1406,12031.62,3107.8,5148.14,0.0,0.0,0.0
1407,2307.76,3476.01,4097.52,1463.26,2480.33,2.883
1408,107596.54,71193.25,104954.39,8504.04,0.0,0.0
1409,34728.96,9894.85,13689.45,0.0,135449.77,3.642
1410,1945.28,2556.43,3314.87,1200.78,0.0,0.0
1411,78253.36,17602.39,28841.23,3957.77,0.0,0.0
1412,55275.92,23405.5,14314.99,4237.88,0.0,0.0
1413,11580.05,2518.62,4932.81,0.0,0.0,0.0
1414,32907.8,55214.31,57932.75,9664.08,0.0,0.0
1415,87432.23,20856.6,32572.92,3221.19,0.0,0.0
1416,49614.39,12802.82,20657.44,2826.52,0.0,0.0
1417,76225.84,40248.89,57867.86,0.0,0.0,0.0
1418,2727.19,3417.36,4313.51,0.0,0.0,0.0
1419,761.05,1043.7,1218.04,228.43,0.0,0.0
1420,398.05,537.73,590.92,138.28,0.0,0.0
1421,2169.71,2951.82,3892.46,1550.46,0.0,0.0
1422,39257.13,9333.63,16949.28,522.28,0.0,0.0
1423,184456.01,42984.16,78081.83,7076.78,374931.09,3.365
1424,60227.93,36405.66,51281.97,6812.93,0.0,0.0
1425,6893.8,1930.33,2877.99,0.0,0.0,0.0
1426,86.41,115.04,133.0,29.67,0.0,0.0
1427,7698.58,1872.94,3348.11,0.0,0.0,0.0
1428,6532.91,1470.03,2886.98,0.0,0.0,0.0
1429,6301.25,1577.75,2531.37,0.0,0.0,0.0
1430,7581.07,1960.81,2862.46,0.0,0.0,0.0
1431,70618.36,17036.57,30276.92,895.59,0.0,0.0
1432,106794.47,74729.64,98539.11,19599.21,191311.58,3.794
1433,49348.12,14098.92,22820.42,6579.75,0.0,0.0
1434,5308.88,5354.53,4798.58,1402.26,0.0,0.0
1435,1802.62,2332.71,2919.69,335.41,0.0,0.0
1436,40822.57,10000.27,16545.04,0.0,0.0,0.0
1437,200463.92,52527.55,83466.22,0.0,0.0,0.0
1438,53806.44,32031.56,44598.42,0.0,38831.57,4.326
1439,62535.92,14359.4,22993.75,2243.23,0.0,0.0
1440,6683.46,1275.0,1220.67,0.0,0.0,0.0
1441,37132.35,8475.99,14168.22,0.0,0.0,0.0
1442,121077.24,30053.5,56940.03,4200.41,355618.7,3.345
1443,3804.99,5375.08,5811.58,806.39,0.0,0.0
1444,67.34,71.78,58.14,16.88,0.0,0.0
1445,183401.51,114152.58,161387.42,32240.97,245631.82,3.681
1446,171064.18,65404.27,12510.21,0.0,0.0,0.0
1447,108382.58,48196.18,27797.98,0.0,123441.77,3.633
1448,265846.81,83391.68,17957.53,0.0,0.0,0.0
1449,188579.37,106961.58,144748.6,14772.92,0.0,0.0
1450,3824.86,3827.24,3236.15,662.39,0.0,0.0
1451,706285.86,173740.53,144312.93,24700.06,0.0,0.0
1452,4932.23,6177.28,7936.9,1380.41,0.0,0.0
1453,79452.94,18838.86,19178.12,0.0,437466.79,3.83
1454,78598.91,103212.99,120964.71,16379.66,0.0,0.0
1455,94959.11,43846.19,25892.32,0.0,0.0,0.0
1456,29712.24,19421.05,23734.43,8213.13,0.0,0.0
1457,81497.81,51598.87,76783.82,0.0,221237.94,3.933
1458,31554.43,49103.5,51028.99,7121.31,30473.31,3.598
1459,26944.51,6309.93,11526.12,1893.6,168967.03,3.884
1460,61103.21,32780.85,54408.19,0.0,124788.01,3.661
1461,150193.16,42101.04,60565.23,9661.84,529698.15,3.432
1462,25837.78,13166.06,12051.01,6660.08,0.0,0.0
1463,67347.11,17631.49,31040.37,2684.92,175808.04,3.859
1464,36570.1,9255.12,15866.95,0.0,146620.73,3.835
1465,71867.59,15720.68,27632.97,0.0,0.0,0.0
1466,82656.25,21251.98,34953.76,4365.0,132147.31,3.454
1467,36257.87,53147.96,57867.42,5998.16,0.0,0.0
1468,84311.79,59295.86,76621.98,0.0,0.0,0.0
1469,141386.68,35456.34,54314.8,2906.14,333016.98,3.42
1470,171119.99,79906.55,46779.68,7250.12,0.0,0.0
1471,119535.85,86327.87,101626.0,10331.02,0.0,0.0
1472,13895.64,3439.09,6385.59,0.0,0.0,0.0
1473,37752.91,9569.24,16160.18,0.0,0.0,0.0
1474,163162.22,91544.79,81573.2,0.0,0.0,0.0
1475,36890.23,52588.3,56765.04,7027.15,0.0,0.0
1476,8073.94,1918.46,1869.56,0.0,0.0,0.0
1477,68.4,104.71,119.77,13.77,0.0,0.0
1478,139602.1,30937.5,57814.1,0.0,0.0,0.0
1479,878.79,1287.42,1210.17,0.0,0.0,0.0
1480,47926.46,10818.97,20897.86,1086.66,103447.71,3.517
1481,7946.2,2066.67,3637.87,0.0,0.0,0.0
1482,70421.06,33271.87,34559.26,0.0,104364.66,3.686
1483,24847.8,16635.23,24108.16,6675.96,0.0,0.0
1484,52779.97,12590.57,20333.7,0.0,0.0,0.0
1485,44271.96,28257.78,41128.18,11670.47,0.0,0.0
1486,104793.48,60606.89,85036.65,0.0,84095.88,4.309
1487,157474.89,76028.78,41253.61,21530.48,0.0,0.0
1488,1089.86,1691.53,1672.59,252.08,0.0,0.0
1489,160869.45,73288.45,42856.74,7343.35,0.0,0.0
1490,1753.26,2069.96,2551.4,667.24,0.0,0.0
1491,57125.75,34343.91,52168.84,0.0,144258.93,3.72
1492,538.09,499.7,429.68,183.2,0.0,0.0
1493,1760.14,2295.56,2651.7,0.0,0.0,0.0
1494,81243.23,21270.61,33863.87,1237.97,0.0,0.0
1495,16843.53,3491.61,3588.79,0.0,0.0,0.0
1496,4818.37,1284.17,2150.83,0.0,0.0,0.0
1497,62963.09,37411.96,55495.1,7089.89,0.0,0.0
1498,116397.2,31038.17,52244.89,0.0,0.0,0.0
1499,260803.58,55409.34,60136.45,5886.47,239032.33,3.612
1500,164600.68,41528.74,79308.07,12480.8,544334.27,3.951
1501,2528.75,3230.4,3842.23,1211.13,0.0,0.0
1502,333.42,436.1,564.57,85.71,0.0,0.0
1503,4760.92,1039.89,1867.84,0.0,0.0,0.0
1504,38616.88,10595.62,17282.75,0.0,0.0,0.0
1505,7852.45,2019.55,3208.33,0.0,0.0,0.0
1506,1501.84,2227.78,2406.91,0.0,0.0,0.0
1507,95664.11,22646.87,24519.99,1262.8,0.0,0.0
1508,142150.49,31184.83,54036.04,0.0,0.0,0.0
1509,106601.12,24242.07,44806.09,0.0,0.0,0.0
1510,54062.81,29407.73,26172.51,0.0,0.0,0.0
1511,75706.21,109488.89,118776.76,11320.82,41152.0,3.914
1512,158614.64,30314.84,31960.54,6215.81,0.0,0.0
1513,70347.81,19585.44,30122.14,0.0,167843.26,4.194
1514,70313.1,91957.09,116503.74,0.0,0.0,0.0
1515,215031.31,50911.33,85895.17,9919.08,0.0,0.0
1516,32571.68,8059.19,14108.76,3119.22,0.0,0.0
1517,147471.18,29379.21,31806.97,0.0,0.0,0.0
1518,63238.24,14825.62,28486.6,0.0,0.0,0.0
1519,60941.48,35036.09,55466.2,0.0,71107.82,3.531
1520,67469.83,79761.17,93564.93,0.0,49910.49,4.431
1521,16951.71,3572.11,6437.26,0.0,123185.44,4.091
1522,52867.84,21442.89,12592.84,5546.81,0.0,0.0
1523,85642.88,51551.05,72956.93,8337.24,0.0,0.0
1524,671.28,762.94,611.91,0.0,0.0,0.0
1525,44656.74,10072.53,18054.96,0.0,0.0,0.0
1526,77132.77,17272.54,16812.6,3418.13,0.0,0.0
1527,156638.56,251071.2,236626.3,0.0,0.0,0.0
1528,45620.17,10617.38,19473.89,0.0,0.0,0.0
1529,136711.78,86713.25,118094.1,0.0,0.0,0.0
1530,1022.02,1363.86,1528.65,361.96,1579.44,4.068
1531,143651.13,35861.81,53132.17,0.0,0.0,0.0
1532,118174.2,57655.58,66949.16,11998.87,0.0,0.0
1533,10322.71,2572.72,4033.93,0.0,37527.44,3.657
1534,87252.05,54454.75,82143.48,11502.93,0.0,0.0
1535,74163.35,16191.18,29608.96,0.0,123205.21,3.304
1536,101761.33,77341.55,107950.96,17007.88,0.0,0.0
1537,342668.56,82068.06,136953.18,15403.0,0.0,0.0
1538,77428.01,47648.64,66566.05,4723.38,0.0,0.0
1539,69419.36,14534.5,26486.27,0.0,227308.78,3.744
1540,78012.43,18125.48,17972.45,0.0,0.0,0.0
1541,51138.78,11085.97,19081.01,0.0,119479.95,4.085
1542,124395.8,51886.39,27348.82,15336.04,0.0,0.0
1543,3442.27,5406.37,6189.62,0.0,0.0,0.0
1544,62621.12,14520.11,27871.77,0.0,0.0,0.0
1545,220026.51,140464.22,206370.04,13574.64,0.0,0.0
1546,264165.98,159010.67,232094.82,0.0,414704.04,4.36
1547,2289.36,3133.72,3551.07,0.0,0.0,0.0
1548,2087.77,2822.87,3091.47,0.0,0.0,0.0
1549,37233.85,8579.32,14337.03,474.81,0.0,0.0
1550,113046.79,43579.73,24746.18,0.0,223510.23,3.867
1551,29924.68,8577.69,12850.12,0.0,265897.18,3.895
1552,3322.64,812.21,1472.16,0.0,0.0,0.0
1553,206195.6,145819.81,168951.13,22787.47,0.0,0.0
1554,39978.42,27545.52,38827.85,8305.97,78919.65,3.446
1555,114282.14,63017.91,56365.81,9746.79,238280.52,3.112
1556,91390.45,22530.82,36462.46,2812.36,92104.15,3.508
1557,158796.11,241734.54,251012.11,40499.61,0.0,0.0
1558,131068.97,50055.68,10343.65,4620.72,140189.78,3.52
1559,77723.8,18448.89,32778.38,0.0,200457.41,3.701
1560,35373.61,8507.56,14415.46,0.0,0.0,0.0
1561,94750.28,138458.0,171244.58,21493.68,0.0,0.0
1562,1068.07,1662.38,1861.92,0.0,0.0,0.0
1563,274363.74,117413.3,66477.09,0.0,0.0,0.0
1564,398.7,595.64,602.94,0.0,0.0,0.0
1565,125353.27,74382.28,105470.87,0.0,0.0,0.0
1566,135711.62,29604.21,26471.19,0.0,0.0,0.0
1567,467.94,665.93,632.42,164.61,0.0,0.0
1568,46247.47,29813.83,40907.3,10130.29,94641.85,3.207
1569,115556.23,67108.68,93420.97,12704.69,245727.49,3.092
1570,170885.87,74835.61,74541.61,0.0,0.0,0.0
1571,190111.6,47547.43,67378.5,0.0,0.0,0.0
1572,12555.04,2771.68,5361.45,0.0,0.0,0.0
1573,142280.9,38279.56,68060.02,5078.87,291526.62,2.852
1574,15917.89,4535.12,6957.03,0.0,0.0,0.0
1575,189335.07,66088.11,11385.41,12730.34,328882.38,3.914
1576,357.0,513.75,572.7,0.0,0.0,0.0
1577,59304.04,16238.09,26239.18,0.0,221428.49,3.539
1578,192145.55,48744.17,74938.05,7776.4,0.0,0.0
1579,305.19,280.25,250.97,33.53,0.0,0.0
1580,118555.75,77498.15,108110.95,12603.34,136955.14,3.461
1581,2681.24,3646.61,4277.18,1020.09,0.0,0.0
1582,83825.48,45442.15,62803.41,18440.35,0.0,0.0
1583,226539.42,133335.93,175360.28,0.0,265528.09,2.927
1584,90352.49,57649.56,71301.03,5957.2,0.0,0.0
1585,812.32,1202.17,1481.76,0.0,0.0,0.0
1586,7417.62,1802.68,2746.38,0.0,0.0,0.0
1587,20608.51,13884.91,18138.9,0.0,0.0,0.0
1588,109586.7,24836.72,41462.59,655.73,295875.13,3.073
1589,85590.59,24469.61,36788.02,7345.78,199588.31,3.727
1590,27701.34,7050.43,11851.39,0.0,62232.31,3.349
1591,95402.84,26131.93,45138.14,0.0,204956.41,3.601
1592,78112.26,56618.43,78319.41,0.0,67122.25,3.863
1593,147642.76,81269.0,121255.77,13358.38,121195.3,4.055
1594,37364.86,48646.77,56264.45,11922.68,41367.32,3.804
1595,7458.64,1738.62,2736.23,0.0,0.0,0.0
1596,129187.8,83946.98,135215.08,0.0,0.0,0.0
1597,176414.93,82855.81,88430.55,18354.93,0.0,0.0
1598,60729.25,42390.64,57413.36,8641.42,154922.7,3.573
1599,111330.21,27202.96,47697.1,3870.9,113214.13,3.897
1600,146626.49,32234.86,58831.87,12302.54,0.0,0.0
1601,126461.2,91473.56,118290.1,0.0,0.0,0.0
1602,1368.7,1692.47,1917.08,0.0,0.0,0.0
1603,190386.58,129748.47,163791.02,13314.02,0.0,0.0
1604,187259.38,129529.99,164977.44,25688.33,0.0,0.0
