customer_id,birth_year,marital_status,num_children,highest_education,occupation_category,tax_bracket,health_score,annual_salary,has_loan,has_insurance
1428,2005,Single,1,Associate,Student,0,81,10047.24,False,False
1429,2004,Single,0,High School,Student,10,90,13874.54,False,False
1430,2005,Single,0,High School,Student,0,72,10627.1,False,False
1431,1998,Single,0,Associate,Professional,32,75,74104.24,False,True
1432,1969,Widowed,3,High School,Professional,35,73,114581.38,True,True
1433,1988,Married,1,Bachelor,Professional,22,93,82438.49,False,True
1434,1951,Widowed,1,Master,Retired,10,80,4559.93,False,True
1435,1953,Widowed,1,Bachelor,Retired,0,86,1147.03,False,True
1436,1997,Married,0,High School,Blue Collar,12,79,34419.01,False,False
1437,1996,Single,0,Associate,Executive,37,93,180196.49,False,False
1438,1967,Married,4,Associate,Blue Collar,10,86,32446.1,True,False
1439,1995,Married,1,Bachelor,Professional,22,85,78781.63,False,True
1440,2004,Single,0,Master,Student,12,88,17280.69,False,False
1441,1992,Married,0,Associate,Blue Collar,10,72,53883.3,False,False
1442,1995,Single,0,High School,Professional,24,97,134142.44,True,True
1443,1959,Divorced,1,High School,Retired,0,69,2875.72,False,True
1444,1950,Married,0,Master,Retired,0,75,66.4,False,True
1445,1966,Married,1,Associate,Professional,22,79,145029.36,True,True
1446,1981,Single,0,Master,Executive,37,62,254567.02,False,False
1447,1982,Married,3,Bachelor,White Collar,22,75,62270.22,True,False
1448,1985,Divorced,2,Master,Professional,24,79,145528.29,False,False
1449,1971,Widowed,3,Bachelor,Professional,32,73,120664.82,False,True
1450,1955,Married,1,Master,Retired,0,70,3425.57,False,True
1451,1987,Divorced,3,Master,Executive,32,92,272560.29,False,True
1452,1952,Widowed,3,Bachelor,Retired,12,62,4376.66,False,True
1453,2000,Single,0,Master,Professional,32,67,150919.01,True,False
1454,1961,Married,0,Associate,White Collar,22,66,67683.03,False,True
1455,1982,Single,0,Bachelor,Professional,24,83,120697.77,False,False
1456,1972,Widowed,2,Bachelor,White Collar,24,82,58891.04,False,True
1457,1974,Divorced,2,Bachelor,Professional,24,80,128566.09,True,False
1458,1962,Married,2,Bachelor,Blue Collar,10,81,40221.96,True,True
1459,1995,Single,0,Bachelor,Professional,24,81,81328.32,True,True
1460,1980,Divorced,1,Associate,White Collar,12,70,66187.03,True,False
1461,1992,Married,2,Bachelor,Executive,37,68,191690.1,True,True
1462,1979,Married,2,Master,Blue Collar,12,63,45574.13,False,True
1463,1992,Single,2,Bachelor,White Collar,22,76,75876.25,True,True
1464,1996,Single,1,Associate,Blue Collar,10,87,54492.86,True,False
1465,2002,Single,0,Bachelor,Executive,37,82,160191.04,False,False
1466,1988,Divorced,1,Bachelor,Blue Collar,10,77,54408.41,True,True
1467,1964,Married,3,High School,White Collar,24,62,39766.22,False,True
1468,1965,Married,2,Associate,Blue Collar,22,98,38880.91,False,False
1469,1996,Single,0,Bachelor,Professional,35,70,142311.86,True,True
1470,1985,Married,2,Bachelor,White Collar,22,78,83856.95,False,True
1471,1974,Widowed,4,Associate,Professional,32,84,96170.7,False,True
1472,2007,Single,0,High School,Student,0,81,13732.17,False,False
1473,2002,Single,0,Bachelor,White Collar,32,72,82666.73,False,False
1474,1966,Married,2,Master,Professional,22,81,98513.13,False,False
1475,1961,Widowed,1,High School,Blue Collar,12,58,32629.42,False,True
1476,2004,Married,3,Master,Student,0,98,16120.5,False,False
1477,1947,Widowed,4,High School,Retired,10,72,62.55,False,True
1478,1988,Single,0,High School,Professional,22,75,113803.59,False,False
1479,1938,Widowed,4,Bachelor,Retired,0,53,1938.45,False,False
1480,1996,Single,1,High School,Blue Collar,22,67,41972.87,True,True
1481,2007,Single,0,High School,Student,0,80,10928.56,False,True
1482,1978,Divorced,1,Master,Self-Employed,22,94,61929.67,True,False
1483,1972,Widowed,2,Bachelor,White Collar,12,76,59332.04,False,True
1484,1995,Single,1,High School,Professional,35,82,130273.51,False,False
1485,1972,Married,0,Associate,White Collar,22,78,67660.4,False,True
1486,1969,Married,1,Associate,White Collar,22,97,62045.04,True,False
1487,1982,Married,2,Bachelor,Executive,37,71,232965.49,False,True
1488,1953,Widowed,3,High School,Retired,10,86,780.85,False,True
1489,1981,Married,0,Associate,Professional,24,72,79635.26,False,True
1490,1958,Widowed,3,Associate,Retired,0,64,2448.12,False,True
1491,1975,Married,2,Bachelor,Professional,32,74,77885.66,True,False
1492,1959,Widowed,2,Master,Retired,10,70,755.91,False,True
1493,1951,Widowed,2,High School,Retired,0,75,3047.5,False,False
1494,1998,Single,0,Bachelor,Professional,32,56,146424.6,False,True
1495,2005,Single,0,Doctorate,Student,0,82,12995.9,False,False
1496,2005,Married,1,High School,Student,0,75,10678.37,False,False
1497,1974,Married,3,High School,Blue Collar,12,67,46387.57,False,True
1498,1997,Single,0,Associate,Self-Employed,32,66,108586.19,False,False
1499,1990,Single,0,Master,Professional,22,74,105857.81,True,True
1500,1992,Married,2,High School,Executive,32,73,227401.98,True,True
1501,1958,Divorced,1,High School,Retired,0,67,4133.91,False,True
1502,1957,Married,4,Associate,Retired,12,55,392.52,False,True
1503,2004,Single,0,Bachelor,Student,0,81,10527.26,False,False
1504,2002,Single,0,High School,Professional,24,72,120830.26,False,True
1505,2006,Single,0,High School,Student,12,64,8256.93,False,False
1506,1935,Widowed,5,High School,Retired,10,61,1207.09,False,False
1507,1997,Single,0,Master,White Collar,12,71,88537.22,False,True
1508,1992,Single,0,Bachelor,Professional,22,78,129487.43,False,False
1509,2002,Married,1,Associate,Self-Employed,24,74,93933.05,False,False
1510,1972,Divorced,0,Master,Blue Collar,12,59,53428.78,False,False
1511,1963,Married,2,Associate,White Collar,12,63,53618.11,True,True
1512,1993,Married,2,Master,Professional,24,61,148406.21,False,True
1513,1987,Married,3,High School,White Collar,32,88,74611.58,True,False
1514,1960,Married,0,High School,White Collar,24,84,61048.2,False,False
1515,1986,Married,1,Associate,Professional,24,91,108977.93,False,True
1516,1995,Married,4,High School,Self-Employed,12,73,101174.01,False,True
1517,1991,Single,1,Master,Professional,24,91,147449.34,False,False
1518,2000,Single,0,Associate,Self-Employed,32,84,77426.87,False,True
1519,1978,Single,1,High School,Blue Collar,12,67,37021.0,True,False
1520,1962,Married,2,Bachelor,White Collar,12,66,52739.07,True,False
1521,2000,Married,1,Associate,Blue Collar,12,78,43382.43,True,True
1522,1984,Married,2,Bachelor,White Collar,12,77,50465.89,False,True
1523,1979,Married,2,High School,Professional,24,79,85293.69,False,True
1524,1952,Widowed,4,Doctorate,Retired,0,70,562.68,False,False
1525,1990,Single,1,Bachelor,White Collar,24,74,47180.95,False,False
1526,1995,Single,0,Master,Professional,32,92,131554.02,False,True
1527,1962,Divorced,2,Bachelor,Professional,24,71,111138.94,False,False
1528,1997,Married,1,Associate,Professional,24,77,118600.51,False,False
1529,1977,Divorced,1,High School,Professional,32,73,120883.09,False,False
1530,1954,Married,4,Associate,Retired,0,69,1814.01,True,True
1531,2002,Single,0,High School,Professional,22,66,125940.45,False,False
1532,1980,Married,0,Master,Self-Employed,32,65,118263.7,False,True
1533,2007,Single,1,High School,Student,10,100,12977.03,True,True
1534,1980,Married,3,Associate,Professional,22,59,129801.05,False,True
1535,2000,Married,2,Associate,Self-Employed,12,82,57406.59,True,True
1536,1971,Married,0,Bachelor,Self-Employed,24,77,91742.63,False,True
1537,1986,Married,3,Bachelor,Executive,24,87,242815.97,False,True
1538,1966,Married,2,Bachelor,Blue Collar,12,76,33736.38,False,True
1539,1997,Single,1,Bachelor,Professional,32,98,96024.52,True,False
1540,2003,Single,0,Master,Professional,24,82,125229.9,False,False
1541,1996,Married,1,Associate,Blue Collar,12,92,41142.13,True,False
1542,1983,Married,3,Bachelor,Professional,32,86,147398.62,False,True
1543,1957,Married,4,Bachelor,Retired,12,86,3509.26,False,False
1544,1986,Married,1,High School,Blue Collar,12,77,29102.43,False,False
1545,1970,Divorced,5,High School,Professional,24,77,102571.44,False,True
1546,1971,Married,4,High School,Executive,37,70,219132.81,True,False
1547,1959,Married,0,Bachelor,Retired,0,73,3127.62,False,False
1548,1937,Widowed,2,Associate,Retired,0,69,2399.27,False,False
1549,1998,Single,0,High School,White Collar,12,58,43407.79,False,True
1550,1983,Divorced,1,High School,Self-Employed,22,75,112786.52,True,False
1551,1995,Married,2,High School,Professional,22,87,99056.84,True,False
1552,2005,Married,1,Associate,Student,10,67,9466.74,False,True
1553,1969,Widowed,1,High School,Executive,24,63,130971.43,False,True
1554,1971,Married,2,Bachelor,Blue Collar,12,85,54108.41,True,True
1555,1980,Married,3,Master,Self-Employed,32,89,104500.22,True,True
1556,1986,Married,1,Bachelor,Blue Collar,10,70,38275.87,True,True
1557,1963,Married,4,Bachelor,Executive,35,74,176989.95,False,True
1558,1984,Married,1,Doctorate,Blue Collar,22,76,69621.01,True,True
1559,1998,Single,0,Bachelor,White Collar,12,91,65697.1,True,False
1560,2002,Single,1,Associate,White Collar,22,75,58406.64,False,True
1561,1960,Married,3,Bachelor,Professional,22,68,85598.35,False,True
1562,1952,Widowed,2,Associate,Retired,10,83,813.41,False,False
1563,1985,Single,0,Associate,Executive,32,66,250262.69,False,False
1564,1939,Married,0,High School,Retired,12,62,729.72,False,False
1565,1976,Married,4,Bachelor,Professional,32,76,81205.45,False,False
1566,1991,Single,2,Master,Executive,35,93,166265.48,False,False
1567,1953,Married,2,Associate,Retired,12,58,814.38,False,True
1568,1966,Divorced,1,High School,White Collar,12,66,56992.89,True,True
1569,1980,Married,5,Bachelor,Self-Employed,24,81,123551.35,True,True
1570,1980,Married,2,Master,Professional,32,83,95324.81,False,False
1571,2003,Single,0,Bachelor,Executive,35,82,152902.67,False,False
1572,2007,Married,0,Associate,Student,10,80,11614.42,False,True
1573,1992,Married,2,Associate,Professional,22,79,139927.4,True,True
1574,2005,Single,1,High School,Student,10,65,14489.93,False,True
1575,1981,Married,3,Master,Professional,24,77,163869.83,True,True
1576,1950,Widowed,4,High School,Retired,10,84,539.24,False,False
1577,2000,Single,0,Bachelor,White Collar,24,66,75043.76,True,False
1578,1987,Divorced,3,High School,Professional,24,69,115316.15,False,True
1579,1956,Married,1,Master,Retired,12,67,155.42,False,True
1580,1970,Married,3,High School,Self-Employed,12,70,92145.47,True,True
1581,1952,Widowed,3,Bachelor,Retired,0,88,3258.41,False,True
1582,1972,Widowed,4,Bachelor,Professional,24,65,127562.89,False,True
1583,1979,Married,2,Bachelor,Executive,32,64,162845.03,True,False
1584,1980,Married,3,Bachelor,Self-Employed,24,83,69575.77,False,True
1585,1943,Widowed,4,High School,Retired,0,62,2353.48,False,False
1586,2006,Single,0,High School,Student,10,89,8968.94,False,True
1587,1974,Divorced,0,High School,White Collar,32,72,46350.11,False,False
1588,1999,Married,2,Bachelor,Professional,32,84,130803.67,True,True
1589,1987,Married,4,Bachelor,Professional,24,61,89759.57,True,True
1590,1991,Married,1,High School,Blue Collar,24,82,28450.55,True,False
1591,1999,Married,2,Bachelor,Professional,32,81,91252.72,True,False
1592,1967,Married,1,High School,White Collar,24,70,43021.04,True,False
1593,1969,Divorced,5,High School,Professional,22,61,89751.88,True,True
1594,1963,Married,2,High School,White Collar,22,74,59851.26,True,True
1595,2004,Single,0,Bachelor,Student,0,88,14852.91,False,False
1596,1972,Married,2,High School,Executive,32,69,129275.93,False,False
1597,1971,Married,1,Master,Professional,22,69,131904.0,False,True
1598,1978,Divorced,2,Bachelor,Professional,32,83,83779.72,True,True
1599,1989,Married,3,Bachelor,White Collar,12,94,52231.79,True,True
1600,1989,Married,0,High School,Executive,32,87,221947.73,False,True
1601,1979,Married,0,Bachelor,White Collar,22,78,86768.37,False,False
1602,1952,Widowed,1,Bachelor,Retired,0,67,1269.82,False,False
1603,1977,Married,4,Bachelor,Professional,24,75,136810.77,False,True
1604,1977,Married,1,High School,Executive,37,62,164466.51,False,True
1605,2003,Single,0,High School,White Collar,32,79,71382.46,False,True
1606,1994,Divorced,2,Associate,White Collar,24,89,65951.15,True,True
1607,1957,Married,3,High School,Retired,10,71,2321.89,False,False
1608,1972,Widowed,2,Bachelor,White Collar,12,68,79586.11,False,True
1609,1997,Married,1,High School,Professional,22,72,118731.92,True,False
1610,1974,Divorced,1,Master,White Collar,22,74,94596.01,True,True
1611,2007,Single,0,Associate,Student,12,69,11065.62,False,False
1612,1991,Single,0,Bachelor,White Collar,12,69,86022.04,False,True
1613,1940,Married,4,Master,Retired,0,83,4220.97,False,True
1614,2003,Single,0,Associate,Blue Collar,22,70,43391.78,False,False
1615,1980,Married,1,High School,White Collar,22,67,60032.59,True,True
1616,1970,Divorced,2,Associate,White Collar,22,76,79882.09,True,True
1617,1953,Widowed,3,High School,Retired,10,66,2496.64,False,True
1618,1999,Married,1,Bachelor,Professional,24,80,103010.52,False,True
1619,1993,Single,0,Master,Professional,35,87,87475.51,True,False
1620,1992,Married,1,Bachelor,Professional,24,62,100071.56,False,True
1621,1985,Married,1,Doctorate,Professional,24,84,110778.06,True,False
1622,2003,Single,0,High School,Self-Employed,12,74,45967.5,True,False
1623,1992,Married,1,High School,White Collar,22,75,66904.93,True,True
1624,1973,Married,1,High School,Executive,24,93,171440.76,False,False
1625,1971,Widowed,2,Bachelor,Professional,22,60,84281.63,False,True
1626,1986,Single,1,High School,White Collar,12,83,53079.3,False,True
1627,1993,Single,0,High School,Professional,24,89,79829.05,False,True
1628,1947,Widowed,1,Master,Retired,0,62,3052.88,True,True
1629,1981,Divorced,4,Associate,Blue Collar,10,69,41502.96,True,True
1630,1945,Widowed,3,High School,Retired,0,65,3970.38,True,True
1631,1983,Divorced,1,Associate,Self-Employed,12,69,91080.27,True,True
1632,2002,Single,0,High School,Professional,22,81,123562.09,False,False
1633,1961,Widowed,4,High School,Blue Collar,24,81,31489.54,False,False
1634,1970,Married,1,High School,White Collar,22,70,70179.18,False,True
1635,2003,Single,1,High School,Professional,32,89,121434.8,False,False
1636,1995,Single,0,Master,Blue Collar,10,93,65704.93,False,False
1637,1980,Married,1,Associate,White Collar,22,80,69769.14,True,True
1638,1992,Divorced,0,Bachelor,Executive,24,83,263009.9,True,True
1639,1993,Divorced,0,Bachelor,White Collar,22,72,82144.29,True,False
1640,1995,Single,0,Bachelor,White Collar,24,52,84424.13,True,False
1641,1943,Married,1,Master,Retired,10,74,2923.15,False,False
1642,1991,Single,0,Associate,Blue Collar,12,86,35749.98,True,False
1643,2002,Single,0,High School,Professional,24,82,110951.91,False,False
1644,1969,Married,1,High School,Professional,32,82,134517.07,True,False
1645,1988,Married,2,High School,Professional,24,72,138111.3,True,True
1646,1964,Married,4,Bachelor,Self-Employed,22,77,107921.62,True,True
1647,1985,Married,1,Bachelor,Blue Collar,12,91,43900.38,True,True
1648,1981,Married,0,High School,Blue Collar,12,82,49716.92,True,False
1649,1997,Married,0,High School,Blue Collar,10,92,41191.15,False,False
1650,1970,Divorced,3,Bachelor,White Collar,22,87,74435.95,False,False
1651,2002,Single,0,Associate,Blue Collar,10,68,41634.08,False,False
1652,2007,Single,0,High School,Student,0,88,10118.0,False,False
1653,2006,Single,0,Bachelor,Student,0,74,12202.9,False,False
1654,1973,Married,2,Bachelor,White Collar,22,63,57507.11,False,True
1655,1973,Divorced,1,Associate,Executive,32,71,183763.86,False,True
1656,2002,Single,0,Associate,Blue Collar,12,97,48612.38,False,False
1657,1973,Married,3,Bachelor,Executive,32,69,160706.98,True,True
1658,1998,Single,1,High School,Self-Employed,12,62,92520.81,False,True
1659,1985,Divorced,5,Doctorate,Professional,24,62,97699.41,True,False
1660,2002,Married,0,Bachelor,Executive,24,85,132227.74,False,True
1661,1957,Divorced,1,Associate,Retired,0,63,1039.96,False,False
1662,2002,Married,1,Bachelor,Professional,24,59,92581.71,False,True
1663,1999,Married,0,Doctorate,Professional,24,65,166817.11,False,False
1664,1981,Married,1,High School,Professional,24,77,122922.89,False,False
1665,1987,Single,1,High School,Blue Collar,10,85,45992.49,False,False
1666,1964,Married,1,Bachelor,White Collar,22,68,63813.86,True,True
1667,1990,Married,3,High School,Executive,24,84,206188.27,True,True
1668,1967,Married,5,Associate,Professional,35,82,134244.16,True,True
1669,2000,Divorced,4,Associate,White Collar,22,72,64423.61,False,False
1670,1987,Single,0,Associate,Professional,24,76,74796.75,True,False
1671,1974,Married,2,High School,Self-Employed,12,68,108381.85,False,False
1672,2005,Single,0,Bachelor,Student,12,86,12422.26,False,False
1673,1951,Widowed,3,High School,Retired,0,64,3945.81,False,True
1674,1966,Divorced,0,High School,Blue Collar,12,61,52111.11,True,True
1675,1978,Divorced,0,Associate,White Collar,24,76,58772.29,True,False
1676,1973,Married,2,High School,Blue Collar,10,85,53192.97,False,False
1677,1975,Married,2,Bachelor,Self-Employed,32,80,43977.61,False,True
1678,1974,Divorced,1,Doctorate,Professional,22,84,151272.05,False,True
1679,1988,Married,0,Bachelor,Blue Collar,22,86,51040.29,True,False
1680,1977,Married,2,Bachelor,Professional,35,75,141690.05,False,True
1681,1982,Married,3,Associate,White Collar,22,70,61800.66,True,False
1682,1992,Single,0,Doctorate,Blue Collar,22,69,44843.85,False,False
1683,1995,Single,0,Master,Executive,24,63,150891.93,False,False
1684,1986,Divorced,1,Master,Executive,35,89,216897.36,True,True
1685,2004,Single,1,High School,Student,0,77,11172.92,False,True
1686,1973,Married,0,High School,Blue Collar,10,57,37622.43,False,True
1687,1999,Married,1,High School,Self-Employed,22,92,89095.89,True,False
1688,2004,Married,1,High School,Student,0,81,11719.66,False,True
1689,1972,Married,4,High School,Blue Collar,12,84,31119.97,True,True
1690,1951,Widowed,2,Bachelor,Retired,0,67,224.96,False,False
1691,1955,Widowed,4,High School,Retired,0,63,3785.35,False,True
1692,1979,Married,3,High School,Blue Collar,10,80,48038.61,False,False
1693,1982,Single,0,Master,Professional,24,81,122908.44,False,False
1694,1971,Married,4,Master,White Collar,12,71,71810.23,True,True
1695,1946,Widowed,1,High School,Retired,0,82,486.43,False,True
1696,1995,Single,0,High School,Professional,35,88,88445.77,True,True
1697,1987,Single,0,Master,White Collar,32,83,87589.21,False,True
1698,1954,Widowed,4,Master,Retired,0,59,644.34,False,True
1699,1983,Married,0,Bachelor,White Collar,12,64,48589.06,False,False
1700,1971,Married,2,Associate,Self-Employed,24,86,86563.75,False,False
1701,1973,Divorced,3,Bachelor,White Collar,22,52,80973.84,True,True
1702,1972,Married,2,Bachelor,White Collar,12,73,60681.34,True,True
1703,1974,Divorced,1,High School,White Collar,32,76,65834.98,True,True
1704,1989,Single,1,Associate,Executive,32,72,249142.89,False,True
1705,1989,Married,1,Master,White Collar,22,77,90780.26,False,False
1706,1953,Married,1,Bachelor,Retired,0,74,2187.31,False,True
1707,1957,Widowed,1,High School,Retired,10,65,1256.23,False,False
1708,1947,Widowed,1,Bachelor,Retired,10,78,2680.57,False,True
1709,1972,Married,3,Bachelor,Blue Collar,10,80,58248.7,False,True
1710,1991,Single,2,High School,Executive,35,76,208512.26,False,False
1711,1943,Widowed,1,High School,Retired,10,60,4059.48,False,True
1712,2001,Single,0,High School,Blue Collar,12,79,43637.38,False,False
1713,1958,Widowed,1,Doctorate,Retired,0,92,117.26,False,True
1714,1996,Married,0,High School,Executive,35,71,178230.14,True,False
1715,1991,Single,0,Master,Professional,32,93,159875.08,False,True
1716,1990,Married,2,Bachelor,Executive,24,60,136828.33,False,True
1717,1973,Married,1,Master,Blue Collar,12,65,53622.99,True,True
1718,1995,Single,0,Doctorate,Self-Employed,24,73,87261.18,False,False
1719,2006,Single,0,Master,Student,10,90,12990.5,False,False
1720,2007,Married,3,Bachelor,Student,0,81,13170.33,False,True
1721,1935,Married,4,High School,Retired,0,80,1749.2,False,False
1722,1991,Single,0,High School,White Collar,22,74,76805.62,True,True
1723,1988,Single,0,Associate,Blue Collar,10,77,38009.69,True,False
1724,2006,Single,0,Bachelor,Student,0,77,14646.47,False,False
1725,1988,Divorced,3,Associate,Professional,24,97,80267.84,False,True
1726,1989,Married,1,Associate,Blue Collar,10,66,38836.11,True,True
1727,2000,Single,1,High School,White Collar,22,74,46314.92,False,False
1728,1999,Married,1,Bachelor,Professional,35,70,93926.49,True,False
1729,2003,Single,0,High School,Blue Collar,12,86,43241.38,False,False
1730,2001,Single,0,High School,Blue Collar,10,68,37235.03,False,True
1731,1989,Married,0,Bachelor,White Collar,12,96,46145.12,True,True
1732,1999,Married,0,Associate,White Collar,22,80,78262.91,True,False
1733,1994,Married,0,Master,Professional,24,82,140733.11,False,False
1734,2005,Single,0,Bachelor,Student,10,85,16155.16,False,False
1735,1993,Single,0,Bachelor,Professional,24,78,138634.48,False,True
1736,1977,Single,1,Associate,White Collar,22,76,65493.67,True,False
1737,1952,Widowed,4,High School,Retired,0,71,1956.59,False,False
1738,1965,Divorced,2,Bachelor,White Collar,22,78,72803.2,False,True
1739,2001,Single,0,High School,White Collar,12,71,56959.29,False,False
1740,1995,Single,0,Master,White Collar,22,69,74155.14,False,True
1741,1972,Divorced,3,Master,Blue Collar,10,82,44413.05,False,False
1742,2007,Single,0,High School,Student,0,81,9964.43,False,True
1743,1999,Married,0,Bachelor,Professional,24,59,142107.75,False,False
1744,1999,Single,0,Associate,Blue Collar,22,75,36402.79,False,False
1745,1985,Married,3,High School,Professional,24,92,80083.36,False,False
1746,2003,Single,2,Associate,Blue Collar,22,78,50039.9,False,False
1747,1991,Married,1,Bachelor,Blue Collar,12,72,55782.42,True,False
1748,1990,Divorced,1,Doctorate,White Collar,24,63,100241.59,True,True
1749,1959,Divorced,2,High School,Retired,10,66,2834.82,False,False
1750,1995,Single,1,Bachelor,White Collar,24,67,59328.67,False,True
1751,1994,Single,0,Associate,Professional,32,83,111034.88,False,False
1752,1990,Divorced,4,High School,Professional,22,78,83038.88,False,True
1753,1978,Single,0,Bachelor,Self-Employed,22,71,58331.64,False,True
1754,1973,Married,2,Bachelor,White Collar,32,66,83435.5,False,True
1755,1986,Divorced,2,Bachelor,Blue Collar,12,92,56010.45,True,True
1756,2005,Single,0,Master,Student,10,73,11943.41,True,False
1757,1961,Married,1,High School,Executive,37,65,144036.27,True,True
1758,1981,Divorced,1,Bachelor,Professional,24,73,150826.99,True,True
1759,1988,Married,1,High School,Blue Collar,22,76,38583.59,False,True
1760,1979,Married,2,Master,Blue Collar,10,80,44209.21,False,True
1761,1999,Single,2,High School,White Collar,12,89,48024.66,False,True
1762,1981,Divorced,3,High School,White Collar,22,84,56306.2,True,False
1763,2003,Single,0,Bachelor,Professional,32,100,104998.83,False,False
1764,1939,Married,3,High School,Retired,0,50,3122.93,False,True
1765,1940,Widowed,2,Associate,Retired,0,70,1548.44,False,False
1766,1969,Married,2,Doctorate,White Collar,22,68,75832.25,False,False
1767,1998,Single,0,Associate,Self-Employed,24,99,65431.32,True,False
1768,1996,Single,1,Associate,White Collar,22,80,55413.75,False,True
1769,2000,Single,0,Master,Executive,32,59,183191.31,False,False
1770,1936,Widowed,4,Bachelor,Retired,0,71,2328.68,False,True
1771,1995,Married,0,High School,Blue Collar,12,81,39583.61,True,True
1772,1973,Divorced,2,Master,Professional,22,82,88836.16,True,True
1773,1962,Divorced,2,Associate,Executive,37,65,215067.24,False,True
1774,2005,Single,0,Bachelor,Student,0,84,11485.73,False,False
1775,1985,Married,0,Bachelor,Blue Collar,12,74,53299.14,False,False
1776,1951,Widowed,3,High School,Retired,10,63,3854.45,False,True
1777,1970,Married,4,Bachelor,Professional,24,77,77877.5,True,True
1778,1998,Single,0,High School,Blue Collar,22,81,31329.53,True,True
1779,2002,Single,0,Bachelor,White Collar,12,90,52384.12,True,False
1780,1989,Married,5,Master,Executive,32,78,282186.39,False,True
1781,1951,Widowed,4,Master,Retired,10,76,2782.91,False,True
1782,2007,Single,0,High School,Student,10,69,10176.6,False,False
1783,1939,Married,2,High School,Retired,10,81,187.5,False,True
1784,1991,Single,0,High School,Professional,22,70,72484.74,True,True
1785,1981,Married,3,Associate,Professional,22,85,115947.24,False,False
1786,1993,Single,0,Associate,Blue Collar,22,81,49333.55,False,True
1787,1979,Single,0,Bachelor,Executive,35,77,187136.41,False,True
1788,1994,Single,0,Associate,Professional,22,86,94637.86,True,False
1789,1956,Married,4,Master,Retired,0,49,4113.43,False,True
1790,1979,Single,1,High School,Blue Collar,10,70,51369.66,False,False
1791,2000,Single,0,Associate,Executive,24,87,178345.57,False,False
1792,1983,Married,2,Bachelor,Blue Collar,22,95,53021.32,True,True
1793,1956,Married,0,High School,Retired,0,70,3695.17,False,True
1794,1968,Divorced,1,Bachelor,Blue Collar,10,49,42102.9,False,True
1795,2004,Married,1,Bachelor,Student,10,77,10037.67,False,False
1796,2006,Single,1,Bachelor,Student,12,80,11636.82,False,True
1797,1958,Married,0,Associate,Retired,10,82,277.61,False,True
1798,1996,Single,0,Bachelor,Executive,35,79,137086.59,True,False
1799,1983,Married,3,Doctorate,Blue Collar,24,63,65353.83,True,True
1800,1963,Divorced,3,High School,Blue Collar,10,82,43370.99,True,False
1801,1980,Divorced,1,Associate,Blue Collar,22,81,47751.61,True,True
1802,1942,Married,3,Bachelor,Retired,0,61,4005.14,False,True
1803,1992,Single,0,High School,Executive,24,85,241610.65,True,False
1804,1964,Divorced,2,Associate,Blue Collar,10,67,41531.42,True,True
1805,2007,Married,0,Bachelor,Student,0,78,15819.61,False,False
1806,1976,Single,0,High School,White Collar,24,69,76783.29,True,True
1807,1971,Divorced,4,Associate,Blue Collar,22,71,37180.98,True,True
1808,2000,Single,0,Bachelor,White Collar,12,89,85797.43,True,True
1809,1974,Divorced,0,High School,White Collar,24,56,79353.77,False,False
1810,1978,Married,2,High School,Executive,35,86,156368.54,False,True
1811,1991,Single,1,Master,Executive,24,79,241882.56,False,True
1812,1962,Divorced,2,Bachelor,Executive,35,68,138965.17,True,True
1813,2000,Married,1,Associate,Professional,22,80,102441.02,True,False
1814,1985,Divorced,3,Associate,White Collar,12,67,68210.46,True,True
1815,1996,Single,1,High School,Blue Collar,12,62,29010.83,True,True
1816,1990,Married,1,Master,Professional,35,69,138298.89,True,True
1817,1996,Single,0,High School,White Collar,12,60,59441.7,True,False
1818,1968,Divorced,3,Master,Professional,24,60,94396.93,True,True
1819,1989,Single,1,Bachelor,Blue Collar,12,61,51132.38,False,True
1820,1948,Married,2,High School,Retired,10,81,4005.49,False,True
1821,2002,Single,0,Associate,Professional,35,67,73665.45,False,False
1822,1964,Divorced,2,Master,White Collar,22,72,58660.49,True,True
1823,1959,Divorced,5,Bachelor,Retired,10,82,589.71,False,False
1824,1998,Single,0,Associate,White Collar,22,88,50694.29,False,False
1825,1982,Divorced,1,High School,Self-Employed,22,73,76786.59,False,True
1826,1974,Divorced,5,Bachelor,White Collar,22,71,56817.38,True,False
1827,2004,Single,0,Bachelor,Student,0,82,13798.56,False,False
1828,1997,Single,0,Associate,Blue Collar,12,100,36885.49,False,False
1829,2007,Married,0,High School,Student,0,85,13433.74,False,False
1830,1991,Married,0,Master,White Collar,12,84,56806.61,False,False
1831,1970,Divorced,3,Associate,White Collar,32,96,80104.32,False,True
1832,1995,Married,0,High School,White Collar,32,81,56005.93,True,True
1833,1979,Married,4,High School,Self-Employed,22,87,39714.05,True,True
1834,1948,Married,2,High School,Retired,10,74,423.81,False,False
1835,1981,Divorced,1,Associate,Executive,37,80,198747.56,True,True
1836,1978,Married,2,High School,Professional,22,65,133772.34,False,True
1837,1979,Divorced,0,Bachelor,Professional,24,64,116681.37,False,True
1838,2002,Single,0,High School,White Collar,12,75,58007.11,False,False
1839,1979,Married,2,High School,Self-Employed,24,84,100687.91,True,True
1840,1969,Married,1,High School,White Collar,12,82,49071.76,False,True
1841,1983,Divorced,4,Associate,Blue Collar,22,89,48582.81,True,True
1842,1994,Single,0,Associate,Self-Employed,22,78,56230.65,False,True
1843,1979,Married,2,Associate,White Collar,22,81,77503.99,False,True
